id,name_ru,name_en,category,value_rub,stack_max,stack_declared,spawn_w_milli,spawn_rooms,spawn_count_max,equip_slot,durability,resist_kinetic,resist_buckshot,resist_energy,resist_fire,resist_psi,science_value,contraband_score,deceptive_score,use_effect,use_a,use_b,use_grant_id,use_grant_n,ammo_id,craft_mechanics,craft_electronics,craft_consumables,craft_bio,craft_chemical,craft_metal,craft_psimatter,craft_metamatter,craft_station,craft_tier,tag_count,tags_hot,tags_all,desc_ru,mass_g,light_radius_mm,light_intensity_e3,light_cone_deg,flicker
rail_depot_pass,Пропуск в депо,Pass to the depot,MISC,95,2,2,140,OFFICE|PRODUCTION|CORRIDOR,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,3,0,0,workbench,1,8,access|document|document_gate|official|permit,access|document|document_gate|elevator|official|permit|rail|transport,"Транспортный пропуск на линию, которой нет в свежих схемах. Старые двери помнят лучше людей.",20,0,0,0,none
rail_signal_lamp,Сигнальная лампа депо,Depot warning light,MISC,95,2,2,250,PRODUCTION|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,2,3,1,0,0,2,0,0,net_terminal,1,8,electronics|repair|trade,depot|electronics|lamp|rail|repair|signal|terminal|trade,"Толстая лампа для путевого сигнала. Сдайте сцепщику, продайте электрику или оставьте на ремонт будки.",500,0,0,0,none
rail_spike_pack,Пакет костылей,Pack of crutches,MISC,34,8,8,550,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,0,0,0,3,0,0,lathe,0,4,repair,metal|rail|repair|transport,"Рельсовые костыли в промасленной бумаге. Материал скучный, пока путь не уходит под мясо.",200,0,0,0,none
rail_switch_handle,Рукоять стрелочного перевода,Switch handle,MISC,120,1,1,200,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,3,0,0,0,0,5,0,0,lathe,1,4,repair,metal|rail|repair|transport,Рычаг депо с жёлтой краской. Без будки управления это просто тяжёлая причина спорить о маршруте.,200,0,0,0,none
rail_switch_order,Ордер стрелочного перевода,Switch order,MISC,110,2,2,120,OFFICE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,3,0,0,workbench,1,8,access|document|document_gate|official,access|document|document_gate|official|order|rail|route_permit|transport,"Приказ на перевод стрелки. Его можно предъявить у поста, продать рынку или сберечь до будки управления.",20,0,0,0,none
raionsovet_floor_pass,Пропуск райсовета,District Council Pass,MISC,95,1,,800,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,7,access|document|document_gate|official|permit,access|archive|document|document_gate|official|permit|raionsovet,"Служебный пропуск к архивным полкам райсовета. Работает тише, если не спрашивать, кто его подписал.",20,0,0,0,none
rake_bayonet,Штык-грабли,Bayonet rake,WEAPON,240,1,,180,HQ|STORAGE,1,Weapon,,,,,,,,,,None,,,,,,4,0,0,0,0,7,0,0,lathe,1,8,liquidator|weapon,bayonet|issue_gear|liquidator|melee_reach|metal|rake|rare_stash|weapon,"Узкий штык с зубьями на конце. Урон 14. Быстрый дальний укол из редкого шкафа зачистки: украсть, сдать как металл или оставить для дистанции.",900,0,0,0,none
ration_registry_extract,Выписка из пайкового реестра,Ration Registry Extract,MISC,26,1,,1000,OFFICE|KITCHEN|COMMON,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,4,audit|document,audit|document|ration|registry,Документ доказывает право на лишнюю ложку. С поддельной карточкой становится доносом.,20,0,0,0,none
ration_stamp_pad,Пайковая штемпельная подушка,Ration Stamp Pad,MISC,24,1,,1000,OFFICE|KITCHEN|COMMON,1,None,,,,,,,,,,None,,,,,,0,0,4,0,0,1,0,0,workbench,0,4,document|forgery,document|forgery|ration|stamp,"Краска пахнет очередью. Используйте с бланком, выпиской или талоном, чтобы сделать опасную подделку.",20,0,0,0,none
rawmeat,Сырое мясо,Raw Meat,FOOD,1,255,,1000,STORAGE|PRODUCTION,30,None,,,,,,,,,,Feed,10,,,,,0,0,0,1,0,0,0,0,any,0,4,bait,bait|bait_meat|bait_risky|bait_trap,"Подозрительный кусок без протокола происхождения. Насыщает слабо, но годится как мясная приманка.",400,0,0,0,none
rb91_auto_shotgun,РБ-91,RB-91,WEAPON,2400,1,,40,HQ|SMOKING,1,Weapon,,,,,,,,,,None,,,,,ammo_shells,8,2,0,0,2,12,0,0,lathe,2,10,black_market|contraband|liquidator|weapon,ammo_burn|ammo_shells|black_market|contraband|corridor_stop|liquidator|rare_hq|shotgun|veteran|weapon,"Ветеранский полуавтоматический дробовик. Урон 11x9. Толпа падает, коробка дроби тоже.",3600,0,0,0,none
rebar,Арматура,Rebar,WEAPON,80,1,,1000,PRODUCTION|STORAGE,1,Weapon,,,,,,,,,,None,,,,,,4,0,0,0,0,4,0,0,lathe,1,0,,,Кусок арматуры из старой стены. Урон 24. Дальний тяжёлый тычок. Прочность 95,2000,0,0,0,none
record_exposure_notice,Акт о пропавшей записи,Act on Missing Record,MISC,80,1,,1000,OFFICE,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,0,,,"Доказывает, что архив потерял доказательство.",200,0,0,0,none
red_concentrate,Красный концентрат,Red concentrate,FOOD,22,255,,450,KITCHEN|OFFICE|HQ,2,None,,,,,,,,,,Feed,26,,,,,0,0,1,3,0,0,0,0,workbench,0,5,bait,bait|bait_sugar|bribe|concentrate|premium_ration,Премиальный красный брикет из закрытой очереди. Съесть перед лифтом разумно; оставить для взятки иногда разумнее.,400,0,0,0,none
red_mold_sample,Проба красной плесени,Red Mold Sample,MISC,180,3,3,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,6,3,0,0,0,lab,1,5,contraband|evidence|sample,blood_plant|contraband|evidence|red_mold|sample,"Теплая красная плесень из корневого притона. НИИ и рынок платят, но свидетели называют это заражением.",150,0,0,0,none
relay_diagram,Схема реле,Relay Diagram,MISC,30,1,,1000,PRODUCTION|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,1,3,1,0,0,0,0,0,workbench,0,0,,,Схема контактов для щитка или лифтового обхода. Электрик берёт такую без долгих вопросов.,200,0,0,0,none
resident_identity_stub,Корешок удостоверения личности,ID card stub,MISC,32,6,6,800,LIVING|OFFICE|COMMON,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,7,access|document|evidence|official|trade,access|document|evidence|identity|official|resident|trade,"Отрывной корешок с комнатой и фамилией. Его можно вернуть соседям, продать рынку или отдать вместо объяснений.",20,0,0,0,none
resident_trinket_box,Коробка жильцовых мелочей,Box of resident's small items,MISC,34,3,3,450,LIVING|STORAGE|COMMON,1,None,,,,,,,,,,None,,,,,,1,0,4,0,0,0,0,0,workbench,0,3,resident_good|trade,resident_good|trade|valuable,"Пуговицы, значки, чужой ключ без двери. Небольшая ценность, если не думать, чья.",200,0,0,0,none
rifle_bolt_pack,Полимерные болты,Polymer bolts,AMMO,85,24,24,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,0,1,2,0,0,lathe,0,6,ammo|liquidator,ammo|anti_elite|deep_recon_stash|liquidator|polymer_bolt|rifle,Пачка стержней для винтовки Лосяша. Один выстрел решает броню или пропадает в бетоне; берегут для глубины.,300,0,0,0,none
rock_salt,Каменная соль,Rock Salt,MISC,4,1,,1000,KITCHEN|STORAGE|BATHROOM,1,None,,,,,,,,,,None,,,,,,0,0,0,0,2,0,0,0,lab,0,3,reagent,fungus_counterplay|reagent|salt,"Серый пакет соли для грибницы, мяса и чужой осторожности. На плотоядной плесени шипит лучше уговоров.",300,0,0,0,none
roks47_flamethrower,РОКС-47,ROKS-47,WEAPON,9000,1,,45,HQ|PRODUCTION,1,Weapon,,,,,,,,,,None,,,,,napalm_mix,8,2,0,0,15,10,0,0,lathe,2,7,cleanup|liquidator|weapon,cleanup|flame|issue_stash|liquidator|napalm|slime_counterplay|weapon,Ранцевый огнемёт ликвидатора. Урон 7x2 за плевок. Жжёт шире обычного огнемёта и просит напалм.,23000,0,0,0,none
roller_brush,Валик,Roller,MISC,12,4,4,700,STORAGE|PRODUCTION|LIVING,3,None,,,,,,,,,,None,,,,,,1,0,0,0,1,1,0,0,lathe,0,7,repair|resident_good|trade,paint|repair|repair_input|resident_good|source_automagazine|source_storage|trade,"Малярный валик из автомагазина. Стены он красит хуже, чем закрывает следы.",400,0,0,0,none
rpl23_lmg,РПЛ-23 Лёшкинского,RPL-23 Lyoshkinsky,WEAPON,8500,1,,25,HQ,1,Weapon,,,,,,,,,,None,,,,,ammo_belt,11,5,0,0,3,16,0,0,lathe,2,7,liquidator|weapon,ammo_belt|ammo_burn|deep_route|engineer_stash|liquidator|lmg|weapon,"Отрядный ручной пулемёт. Урон 14. Лента тает быстро, зато проход спорит меньше.",7500,0,0,0,none
rubber_club,Резиновая дубинка,Rubber baton,WEAPON,90,1,,550,HQ|OFFICE|STORAGE,1,Weapon,,,,,,,,,,None,,,,,,4,0,0,0,0,4,0,0,lathe,1,6,liquidator|tool|weapon,control|liquidator|melee_control|nonlethalish|tool|weapon,"Служебная дубинка для очереди и коридора. Урон 8. Бьёт слабо, отталкивает честно. Прочность 90",700,0,0,0,none
rubber_door_wedge,Резиновый клин гермодвери,Rubber wedge for hermodoor,MISC,32,4,4,650,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,3,0,2,0,0,0,0,0,workbench,0,4,counterplay|repair,counterplay|hermodoor|repair|seal,"Плотный клин для быстрой фиксации гермы. Потратьте у повреждённой двери, если герметик уже поздно искать.",200,0,0,0,none
rubber_strip,Резина,Rubber,MISC,10,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,Черная полоска от старого уплотнителя.,200,0,0,0,none
rubber_tube,Резиновая трубка,Rubber tube,MISC,18,6,6,650,MEDICAL|PRODUCTION|STORAGE,2,None,,,,,,,,,,None,,,,,,1,0,0,0,1,1,0,0,lathe,0,10,medical|production|repair|trade,brewing|factory_input|medical|production|repair|repair_input|rubber|still|tools|trade,"Трубка для насоса, медпункта или самогонного аппарата. Назначение зависит от свидетелей.",200,0,0,0,none
ruble,Рубль,Ruble,MISC,1,65535,,0,,1,None,,,,,,,,,,None,,,,,,0,0,0,0,0,1,0,0,any,0,2,money|trade,cash|coin|currency|money|trade,"Металлический рубль. Единственное, что тут принимают все и всегда: цена любой вещи меряется им, а платят — только тем, что реально лежит в кармане.",1,0,0,0,none
rusty_rake,Ржавые грабли,Rusty rake,WEAPON,18,1,,450,STORAGE|LIVING,1,Weapon,,,,,,,,,,None,,,,,,1,0,0,0,0,2,0,0,lathe,0,7,cleanup|liquidator|weapon,cheap|cleanup|liquidator|metal|rake|starter|weapon,"Дачный хлам из кладовки или пустой ячейки. Урон 10. Достаёт дальше трубы, ломается быстро и годится как первый отгон слизняка.",2200,0,0,0,none
samosbor_alarm_schedule,График тревог,Alarm schedule,MISC,52,2,2,300,OFFICE|HQ|COMMON,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,5,document|evidence|samosbor,alarm|document|evidence|samosbor|schedule,"График учебных и настоящих тревог. Не предсказывает Самосбор, зато объясняет ложные сирены.",20,0,0,0,none
samosbor_tally,Ведомость самосборов,Samosbor Tally,MISC,28,1,,1000,OFFICE|HQ|COMMON,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,0,,,Зоны отмечены красным карандашом.,200,0,0,0,none
sample_chain_form,Бланк цепочки пробы,Sample chain form,MISC,60,6,6,450,MEDICAL|OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,2,2,1,0,0,0,workbench,0,7,audit|document|nii|official,audit|chain_of_custody|document|legal_handoff|nii|official|sample_form,"Форма, где банка становится доказательством: кто взял, кто нес, кто не вскрывал.",20,0,0,0,none
sample_cork_seal,Пробковая пломба,Cork filling,MISC,9,12,12,700,OFFICE|MEDICAL|STORAGE,4,None,,,,,,,,,,None,,,,,,0,0,1,1,1,0,0,0,workbench,0,5,evidence|trade,component|evidence|sampleware|seal|trade,"Малая пробка с сургучным кольцом. Стоит копейки, пока не выяснится, что без неё банка стала мусором.",150,0,0,0,none
sand_spoiled_ration,Пайка с белым песком,Ration with White Sand,FOOD,0,255,,0,,30,None,,,,,,,,,,FeedRisky,4,-6,,,,0,0,0,1,0,0,0,0,any,0,3,,food|spoiled|veretar,"Еда, в которую попал белый песок. Съедобность осталась только формально.",400,0,0,0,none
sanitary_kit,Санитарный набор,Sanitary Kit,MEDICINE,90,255,,1000,MEDICAL|STORAGE,1,None,,,,,,,,,,Heal,45,,,,,0,0,3,0,5,0,0,0,lab,1,3,medicine,medicine|sanitary|triage,"Бинт, спирт и инструкция без подписи. Лечит владельца или уходит целиком на карантинную сортировку.",120,0,0,0,none
screen_unit,Экран,Screen,MISC,44,3,3,450,OFFICE|LIVING|STORAGE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,1,3,1,0,0,0,0,0,net_terminal,0,4,electronics|repair,electronics|repair|screen|terminal,Малый экран с зелёным послесвечением. Терминал без него только слушает.,500,0,0,0,none
scrubbed_weapon_tag,Сбитая оружейная бирка,Knocked down gun tag,MISC,50,4,4,250,SMOKING|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,4,0,0,1,0,0,workbench,0,5,audit|contraband|document|forgery,audit|contraband|document|forgery|weapon_permit,"Номер сбит до металла. Рынок берет как тишину, ликвидаторы - как повод.",20,0,0,0,none
seal_wax,Сургуч,Sealing Wax,MISC,14,1,,1000,OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,Красная крошка для окончательных бумаг.,200,0,0,0,none
sealant_tube,Тюбик герметика,Tube of sealant,MISC,20,1,,1000,PRODUCTION|STORAGE|BATHROOM,1,None,,,,,,,,,,None,,,,,,1,0,2,0,0,0,0,0,workbench,0,5,cleanup|repair,cleanup|heatline|repair|sealant|technical_cleanup,"Серый состав для щелей, труб и ликвидаторских зачисток. Дёшево закрывает шов, но тюбик уходит целиком.",200,0,0,0,none
sealed_complaint,Жалоба под сургучом,Wax-Sealed Complaint,MISC,16,1,,1000,LIVING|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,Конверт запечатан до прочтения.,200,0,0,0,none
sealed_veretar_sand,Белый песок в гермопакете,White Sand in a Hermobag,MISC,260,3,3,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,4,5,0,0,0,lab,1,5,evidence|reagent|sample,evidence|reagent|sample|sealed|veretar,"Запечатанная проба Веретара. Пакет не даёт песку сушить пайки, фото и пропуска; Министерство и НИИ принимают как улику.",150,0,0,0,none
shark_scale,Акулья чешуя,Shark Scale,MISC,1000,1,,30,BATHROOM|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,6,5,5,0,0,0,workbench,2,4,contraband,contraband|fake|rare_trophy|water,"Мокрая чешуя из водного хода. Может быть подделкой, но рынок платит за редкость.",200,0,0,0,none
shelter_seat_card,Карточка места в укрытии,Shelter location card,MISC,68,4,4,320,COMMON|OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,7,access|document|official|permit|samosbor,access|document|official|permit|samosbor|shelter|shelter_tally,Честная карточка на одно место у гермодвери. Соседи читают ее громче сирены.,20,0,0,0,none
shelter_seat_forgery,Поддельная карточка укрытия,Fake hideout card,MISC,46,4,4,200,SMOKING|OFFICE|COMMON,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,7,audit|contraband|document|forgery|permit,audit|contraband|document|forged|forgery|permit|shelter,"Липовое место в укрытии. Дверь может поверить, но очередь помнит лица.",20,0,0,0,none
shelter_tally,Ведомость укрытых,Shelter Roster,MISC,75,1,,1000,OFFICE|HQ|COMMON,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,4,document|evidence,document|evidence|istotit|shelter_tally,"Список после Истотита: кого укрыло, кто пропал, кого удобно вписать. Используй, сдай, продай, спрячь или подделай.",20,0,0,0,none
shmk_disposable,ШМК,ShMK,WEAPON,520,1,,80,HQ|STORAGE,1,Weapon,,,,,,,,,,None,,,,,shmk_disposable,3,1,0,0,7,5,0,0,lathe,2,10,cleanup|liquidator|single_use|weapon,cleanup|collateral|flame|fuel|fuel_clear|liquidator|panic_clear|rare_crate|single_use|weapon,Одноразовый огневой пакет. Урон 11x8. Выстрелил - и коробка ушла; рядом с документами лучше не проверять.,3000,0,0,0,none
shock_baton,Шоковая дубинка,Shock Baton,WEAPON,360,1,,160,HQ|OFFICE|SMOKING,1,Weapon,,,,,,,,,,None,,,,,,4,1,0,0,0,6,0,0,lathe,1,6,contraband|electronics|liquidator|weapon,contraband|control|electronics|liquidator|ovb|weapon,"ОВБ любит её за порядок. Урон 9. По людям работает как стопор, по твари - как просьба подождать. Прочность 80",1400,0,0,0,none
shotgun,Обрез,Sawed-Off,WEAPON,950,1,,1000,STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_shells,6,2,0,0,1,7,0,0,lathe,2,0,,,Обрез. Урон 12×7. Широкий близкий стоппер для коридора. Дробь,3200,0,0,0,none
siren_energy,Энергетик Сирена,Siren Energy,DRINK,14,255,,1000,STORAGE|HQ,3,None,,,,,,,,,,DrinkStim,18,10,,,,0,0,2,0,1,0,0,0,workbench,0,0,,,"Сладкий напиток для ночного дежурства. Даёт воду и немного бодрости, потом просит санузел.",600,0,0,0,none
siren_instruction,Инструкция при сирене,Siren Instructions,MISC,4,1,,1000,COMMON|OFFICE|LIVING,1,None,,,,,,,,,,None,,,,,,0,0,2,0,0,0,0,0,workbench,0,0,,,Третий пункт вымаран фиолетовым.,200,0,0,0,none
siren_shard,Осколок сирены,Siren Shard,MISC,90,1,,1000,CORRIDOR|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,3,0,lab,1,4,evidence|psi|samosbor,evidence|psi|rare_trophy|samosbor,Кусок красного пластика после тревоги. НИИ и ликвидаторы берут как улику Самосбора.,150,0,0,0,none
sledgehammer,Кувалда,Sledgehammer,WEAPON,260,1,,1000,PRODUCTION,1,Weapon,,,,,,,,,,None,,,,,,5,0,0,0,0,6,0,0,lathe,1,0,,,"Медленная кувалда. Урон 52. Большой замах, большой стоп. Прочность 85",5000,0,0,0,none
sleeping_pills,Снотворное «Попобава»,"Sleeping pill ""Popobava""",MEDICINE,62,255,,350,MEDICAL|SMOKING,1,None,,,,,,,,,,SleepingPills,45,-4,,,,0,0,3,0,5,0,0,0,lab,1,6,black_market|medicine,black_market|controlled|forced_rest|medicine|risk|sleep,"Малый блистер для принудительного сна после смены, погони или чужого рецепта. Сон приходит сразу; вода, еда и осторожность уходят первыми.",120,0,0,0,none
slime_age_label_brown,Бирка молодой слизи,Young Slime Tag,MISC,22,8,8,320,MEDICAL|OFFICE|PRODUCTION,2,None,,,,,,,,,,None,,,,,,0,0,2,1,2,0,0,0,lab,0,5,document|evidence|slime,age_label|brown_slime|document|evidence|slime,"Коричневая бирка первичного налёта. Доказательство дешёвое, зато жильцы верят ему быстрее, чем лекции НИИ.",20,0,0,0,none
slime_age_label_orange,Бирка подростковой слизи,Teen Slime Tag,MISC,52,8,8,200,MEDICAL|OFFICE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,0,0,2,1,2,0,0,0,lab,0,8,audit|cleanup|document|evidence|nii|slime,age_label|audit|cleanup|document|evidence|nii|orange_slime|slime,"Оранжевая метка трёхдневной слизи: ожог, волдыри, акт и просьба не идти босиком.",20,0,0,0,none
slime_age_label_violet,Бирка взрослой слизи,Adult Slime Tag,MISC,130,4,4,80,MEDICAL|HQ|PRODUCTION,1,None,,,,,,,,,,None,,,,,,0,0,3,2,3,0,0,0,lab,1,5,document|evidence|slime,age_label|document|evidence|slime|violet_slime,"Тёмно-фиолетовая бирка взрослого остатка. Такая метка стоит дорого, потому что рядом с ней обычно уже ползут стены.",20,0,0,0,none
slime_calcified_chip,Окаменевший скол слизи,Petrified Slime Chip,MISC,78,6,6,180,PRODUCTION|STORAGE|MEDICAL,1,None,,,,,,,,,,None,,,,,,0,0,1,3,4,0,0,0,lab,1,7,nii|reagent|sample|slime,aftermath|calcified|factory_input|nii|reagent|sample|slime,"Твёрдый кусок умершей слизи. Его можно сдать как зрелый образец, пустить в печь или оставить техникам как проклятый минерал.",250,0,0,0,none
slime_motor_node,Моторный узел слизи,Slime motor assembly,MISC,190,3,3,80,MEDICAL|PRODUCTION,1,None,,,,,,,,,,None,,,,,,0,0,2,4,5,0,0,0,lab,1,9,evidence|nii|sample|slime|trade,aftermath|evidence|legal_handoff|movement|nii|organ|sample|slime|trade,"Малый дрожащий узел из слизи, которая слишком хорошо помнила движение. НИИ платит, если донести без разреза; рынок платит, если не спрашивать, почему он дёргается.",150,0,0,0,none
slime_sample_black,Проба чёрной слизи,Black Slime Sample,MISC,220,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,3,6,0,0,0,workbench,1,5,sample|slime,black_slime|mass|sample|slime|uv,Массовая тёмная проба в толстой банке. Ликвидаторы требуют УФ-проверку перед сдачей.,250,0,0,0,none
slime_sample_blue,Проба голубой слизи,Blue Slime Sample,MISC,170,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,3,6,0,0,0,workbench,1,5,sample|slime,blue_slime|energy|glow|sample|slime,Светящийся остаток в толстой банке. НИИ просит держать вдали от ламп и журналов допуска.,250,0,0,0,none
slime_sample_brown,Проба коричневой слизи,Brown Slime Sample,MISC,35,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,2,2,0,0,0,workbench,0,5,cleanup|sample|slime,brown_slime|cleanup|sample|slime|toxic,"Запечатанная пробирка с токсичным дешёвым остатком после самосбора. Жильцы платят за чистый проход, НИИ - за акт ошибки.",250,0,0,0,none
slime_sample_contaminated,Заражённая проба слизи,Contaminated Slime Sample,MISC,75,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,3,4,0,0,0,workbench,1,0,,,"Пробирка запечатана криво. Образец годится для доноса, рынка или плохой ошибки.",200,0,0,0,none
slime_sample_fake,Поддельная проба слизи,Fake Slime Sample,MISC,25,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,2,2,0,0,0,workbench,0,0,,,"Чай, крахмал и правильная бирка НИИ. С виду научно, по совести пусто.",200,0,0,0,none
slime_sample_green,Проба зелёной слизи,Green Slime Sample,MISC,120,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,3,4,0,0,0,workbench,1,5,sample|slime,acid|green_slime|ovs|sample|slime,"Кислотная проба ОВС в толстом стекле. НИИ просит не ставить её рядом с едой, тканью и тем, что жалко.",250,0,0,0,none
slime_sample_red,Проба красной слизи,Red Slime Sample,MISC,130,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,3,4,0,0,0,workbench,1,5,sample|slime,adhesive|red_slime|sample|slime|trap,"Липкий красный образец для ловушек, растворителей и плохих служебных идей.",250,0,0,0,none
slime_sample_seroburmaline,Проба серобурмалиновой слизи,Seroburmaline Slime Sample,MISC,360,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,3,5,0,1,0,lab,1,5,sample|slime,no_look|sample|seroburmaline_slime|slime|void,Переливчатый образец для ПСИ- и пустотных исследований. НИИ принимает только в целой таре.,250,0,0,0,none
slime_sample_silver,"Прозрачная слизь, пломба","Transparent Slime, Sealed",MISC,220,1,1,0,,1,None,,,,,,,90,30,80,None,,,,,,0,0,2,4,4,0,1,0,lab,1,7,contraband|sample|slime,contraband|deceptive_value|sample|sealed|silver_slime|slime|transparent_slime,Запечатанная прозрачная проба НИИ с серебристой кромкой. Дорого стоит именно пока не вскрыта; E — вскрыть и попробовать на свой счет.,250,0,0,0,none
slime_sample_silver_open,"Прозрачная слизь, вскрыта","Transparent Slime, Opened",MISC,45,1,1,0,,1,None,,,,,,,,,90,None,,,,,,0,0,1,1,2,0,1,0,lab,0,7,sample|slime,contaminant|deceptive_value|opened|sample|silver_slime|slime|transparent_slime,"Открытая прозрачная проба. Наука платит хуже, рынок делает вид, что банка всё ещё ценная; E — уничтожить остаток.",250,0,0,0,none
slime_sample_white,Проба белой слизи,White Slime Sample,MISC,180,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,3,6,0,0,0,workbench,1,5,sample|slime,mutagenic|no_look|sample|slime|white_slime,Матовая пробирка с мутагенным белым остатком. На неё не смотрят дольше подписи в форме 728/01-Д.,250,0,0,0,none
slime_scraper,Скребок для слизи,Slime scraper,TOOL,38,1,,850,STORAGE|PRODUCTION,1,Tool,64,,,,,,,,,None,,,,,,2,0,1,0,1,1,0,0,lab,0,6,cleanup|liquidator|slime|tool,brown_slime|cleanup|liquidator|manual_cleanup|slime|tool,Жестяной скребок для сухой зачистки. Зажмите R: медленно снимает ближайшую слизь без бензина и без уважения ревизии.,600,0,0,0,none
slime_sense_node,Чувствительный узел слизи,Sensitive mucus node,MISC,210,3,3,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,4,5,0,0,0,lab,1,8,evidence|nii|sample|slime,aftermath|echolocation|evidence|nii|organ|sample|sense|slime,"Слепой слизевой орган реагирует на запах, стук и чужой палец. НИИ платит за целый; рынок берёт без акта, ликвидатор просит сжечь.",150,0,0,0,none
slyoznev_pps41,ППС-41 Слизнёва,PPS-41 Slizneva,WEAPON,1100,1,,180,HQ|STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_9mm,5,2,0,0,1,8,0,0,lathe,2,6,liquidator|weapon,ammo_9mm|ammo_burn|liquidator|recruit_stash|smg|weapon,"Учебный пистолет-пулемёт. Урон 7. Быстрее ППШ, мажет шире и съедает 9мм до конца коридора.",3000,0,0,0,none
smoke_candle_check,Дымовая шашка проверки тяги,Smoke bomb draft test,MISC,34,6,6,450,STORAGE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,1,0,3,0,1,0,0,0,workbench,0,7,cleanup|counterplay|liquidator,cleanup|counterplay|liquidator|maintenance|noise|smoke|vent_check,"Малая шашка для вентканала. E: сжечь и понять, тянет ли воздух, без газовой симуляции.",200,0,0,0,none
soap_72,Мыло хозяйственное 72%,Laundry soap 72%,MISC,7,8,8,900,BATHROOM|KITCHEN|STORAGE,5,None,,,,,,,,,,None,,,,,,0,0,2,0,0,0,0,0,workbench,0,3,trade,decontamination|hygiene|trade,"Жёлтый брусок для рук, пола и попытки не пахнуть самосбором. Гигиена здесь тоже товар.",200,0,0,0,none
sound_emitter,Звукоизлучатель,Sound emitter,MISC,58,4,4,350,OFFICE|PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,1,3,1,0,0,0,0,0,workbench,0,5,electronics|production|repair|trade,electronics|noise|production|repair|trade,"Пищалка из старого стенда. Не приманка: для неё есть банка. Эту деталь берегут для датчика, продают электрику или сдают в цех.",500,0,0,0,none
soup_cube,Суповой кубик,Soup Cube,FOOD,3,255,,1000,KITCHEN|STORAGE,10,None,,,,,,,,,,Feed,12,,,,,0,0,1,1,0,0,0,0,any,0,2,bait,bait|bait_starch,"Спрессованный концентрат бульона. Пахнет как вода из труб охлаждения, но даёт навар.",400,0,0,0,none
spore_print,Споровый отпечаток,Spore Print,MISC,12,1,,1000,STORAGE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,Темный отпечаток на бумаге. С него начинают грибную смену.,200,0,0,0,none
spring,Пружина,Spring,MISC,7,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,1,0,0,0,0,1,0,0,workbench,0,0,,,Деталь хочет обратно в механизм.,200,0,0,0,none
